ncm;cnro_enmienda;ncm_descri
71189000;006;Monedas excluidas las s/curso legal y las de oro
72012000;006;Fundicion en bruto s/alear,c/contenido de fosforo > a 0,5%
72021900;006;Ferromanganeso  excluido c/contenido  de carbono > a 2%
72022900;006;Ferrosilicio excluido c/contenido de silicio > a 55%
72025000;006;Ferro-silico-cromo
72029100;006;Ferrotitanio y ferro-silico-titanio
72031000;006;Productos ferreos obtenidos por reduccion de minerales de hierro
72042100;006;Desperdicios y desechos de acero inoxidable
72042900;006;Desperdicios y desechos de aceros aleados excluido acero inoxidable
72044100;006;Torneaduras,virutas,limaduras,recortes de estampado o corte de hierro o acero
72051000;006;Granallas de fundicion en bruto y fundicion especular de hierro o acero
72052990;006;Polvo de fundicion en bruto,fundicion especular,de hierro o acero,ncop.
72069000;006;Otras formas primarias de hierro y acero s/alear excluido hierro de la partida 7203 y en lingotes
72071190;006;Productos intermedios ncop.de hierro,acero s/alear,c/contenido carbono < a 0,25%,seccion transversal cuadrada o rectangular,anchura < al doble del espesor
72071110;006;Palanquilla de hierro o acero s/alear,c/contenido carbono < a 0,25%,seccion transversal cuadrada  o rectangular,anchura < al doble del espesor
69029010;006;Ladrillos,baldosas,similares ceramicos p/construccion,refractarios,de grafito
69031030;006;Tapas y tapones refractarios,c/contenido de grafito,otro carbono o mezcla > a 50%
69031020;006;Retortas refractarias,elaboradas c/mezcla de grafito y carburo de silicio
69031040;006;Tubos refractarios,c/contenido de grafito,otro carbono o mezcla > a 50%
69032090;006;Otros articulos ceramicos refractarios c/alumina o mezcla c/silice > a 50%,ncop.
69032010;006;Crisoles refractarios,c/alumina o mezcla c/silice > a 50%
69039092;006;Otros articulos ceramicos refractarios ncop.,de compuestos de circonio
69039099;006;Otros articulos ceramicos refractarios ncop.
69039019;006;Tubos refractarios ncop.
69049000;006;Bovedillas,cubrevigas y articulos similares de ceramica
69059000;006;Elementos de chimenea,ornamentos arquitectonicos y otros productos ceramicos p/la construccion
69091290;006;Aparatos y articulos de ceramica p/usos quimicos o tecnicos,c/dureza >= a 9 en la escala de Mohs,ncop.
69091930;006;Colmena de ceramica c/alumina,silice y oxido de Mg de depuradores de gases de escape de vehiculos
69091910;006;Guiahilos de ceramica p/maquinaria textil,ncop.
69099000;006;Recipientes de ceramica p/uso rural,transporte o envasado
69109000;006;Articulos p/usos sanitarios de ceramica excluidos de porcelana
69111090;006;Articulos p/servicio de mesa o cocina de porcelana,ncop.
69120000;006;Vajillas,otros articulos de uso domestico,higiene o tocador,de ceramica excluida porcelana
69141000;006;Manufacturas de porcelana ncop.
70010000;006;Desperdicios y desechos de vidrio,vidrio en masa
70023200;006;Tubos de vidrio c/un coeficiente de dilatacion lineal <= a 5x10-6 por Kelvin,entre O?C y 300?C
85177029;006;Antenas y reflectores de antenas excluido p/ celulares,partes apropiadas p/su utilizacion c/dichos articulos
85177091;006;Gabinetes,bastidores y armazones p/aparatos electricos de telefonia o telegrafia c/hilos,de telecomunicacion por corriente portadora o digital
85181010;006;Microfonos piezoelectricos aptos p/aparatos telefonicos
85195000;006;Contestadores telefonicos
85198110;006;Reproductores de sonido c/sistema de lectura optica por laser(lectores de discos compactos)
85198190;006;Aparatos de grabacion y/o reproduccion de sonido que utilizan soporte magnetico,optico o semiconductor ncop.
85232120;006;Tarjetas c/banda magnetica incorporada,grabadas
85232921;006;Cintas magneticas en casetes,s/grabar,de anchura <= a 4mm.
85232922;006;Cintas magneticas en casetes,s/grabar,de anchura > a 4mm. y <= a 6,5 mm.
85232924;006;Cintas magneticas  de anchura > a 6,5mm.,en casetes p/grabacion de videos
85232931;006;Cintas magneticas grabadas p/reproducir fenomenos distintos del sonido e imagen
85232932;006;Cintas magneticas grabadas,de anchura <= a 4mm.,en cartuchos o casetes,excluidas p/reproducir fenomenos distintos del sonido e imagen
85238000;006;Soportes ncop.grabados o preparados p/grabar sonido o grabaciones analogas
85255019;006;Aparatos emisores de radiodifusion ncop.
85256090;006;Aparatos emisores c/aparato receptor incorporado excluido de radiodifusion y de television de frecuencia > a 7 Ghz
09061100;006;Canela,s/triturar ni pulverizar
09061900;006;Flores de canelero s/triturar ni pulverizar
06031100;006;Rosas frescas
06031200;006;Claveles frescos
06031300;006;Orquideas frescas
06031900;006;Flores  y capullos frescos excluido rosas,claveles,orquideas,crisantemos y azucenas
05119991;006;Crin y sus desperdicios
38089332;006;Inhibidores de la germinacion presentados en envases exclusivamente de uso directo en aplicaciones domesticas
38089351;006;Reguladores del crecimiento de las plantas acondicionados p/la venta por menor que contengan bromometano (bromuro de metilo) o bromoclorometano
38089429;006;Desinfectantes ncop.,acondicionados p/la venta por menor
38059010;006;Aceite de pino
38059090;006;Dipenteno en bruto,esencias terpenicas de la destilacion o tratamiento de la madera de conifera ncop.
33011910;006;Aceites esenciales de lima
33012921;006;Aceites esenciales de lavanda o de lavandin
32064910;006;Pigmentos y preparaciones a base de compuestos de cadmio
32064990;006;Otras materias colorantes y preparaciones ncop.
32082019;006;Pinturas a base de polimeros acrilicos o vinilicos ncop.
93070000;006;Sables,espadas,bayonetas,lanzas y otras armas blancas,sus partes y fundas
94013090;006;Asientos giratorios de altura ajustable,excluido de madera
94014090;006;Asientos transformables en cama,excluido los de madera,el material de acampar o jardin
94016900;006;Asientos ncop.,c/armazon de madera,excluido c/relleno
94018000;006;Asientos ncop.,excluido c/ armazon de madera o de metal
94021000;006;Sillones de dentista,peluqueria y similares,sus partes
84743900;006;Maquinas y aparatos ncop.,de mezclar,amasar o sobar tierra,piedra u otras materias minerales
84749000;006;Partes de maquinas p/clasificar,cribar,lavar,triturar, mezclar,amasar,aglomerar o moldear tierra,piedra u otras materias minerales
84752910;006;Maquinas p/fabricar recipientes de vidrio en caliente de la partida 7010 excluidas ampollas
84759000;006;Partes de maquinas p/trabajar el vidrio en caliente
84762100;006;Maquinas automaticas p/venta de bebidas c/dispositivo de calentamiento o refrigeracion incorporado
84768100;006;Maquinas automaticas p/venta excluidas bebidas,c/dispositivo de calentamiento o refrigeracion incorporados
84769000;006;Partes de maquinas automaticas p/venta de productos
84771011;006;Maquinas y aparatos de moldear por inyeccion,horizontales,de control numerico,monocolor,p/materiales termoplasticos,capacidad de inyeccion <= a 5000g.fuerza de cierre <= a 12000kN
84771021;006;Maquinas de moldear por inyeccion,horizontales,monocolor,p/materiales termoplasticos,capacidad de inyeccion <= a 5000g.fuerza de cierre <= a 12000kN
84771019;006;Maquinas de moldear  por inyeccion caucho o plastico,horizontales,de control numerico,ncop.
84772090;006;Maquinas extrusoras p/caucho o plastico,ncop.
84773010;006;Maquinas de moldear por soplado p/fabricar envases de materiales termoplasticos de capacidad <= a 5l.,c/produccion <= a 1000 unidades por hora referida a envases de 1l.
84775100;006;Maquinas de moldear o recauchutar neumaticos,o moldear o formar camaras p/neumaticos
84775911;006;Prensas para caucho o plastico c/capacidad <= a 30000kN
84779000;006;Partes de maquinas y aparatos p/trabajar caucho o plastico
84659400;006;Maquinas de curvar o ensamblar p/madera,corcho,hueso,caucho,materias plasticas o similares.
84659591;006;Maquinas de taladrar p/madera,corcho,hueso,caucho,materias plasticas o similares,excluidas de control numerico
84659512;006;Maquinas de mortajar p/madera,corcho,hueso,caucho,materias plasticas o similares,de control numerico
84659600;006;Maquinas de hendir,rebanar o desenrollar madera,corcho,hueso,caucho,materias plasticas o similares
84661000;006;Portautiles y dispositivos de roscar de apertura automatica
84663000;006;Divisores y otros dispositivos especiales p/montar en maquinas herramientas
84669100;006;Partes y accesorios de maquinas p/trabajar piedra,ceramica,hormigon,amianto cemento,materias minerales similares y  vidrio en frio
84669350;006;Partes y accesorios de maquinas p/desbarbar,afilar u hacer otras operaciones de acabado p/metal
84669319;006;Partes y accesorios de maquinas de la partida 8456,excluida la subpartida 8456.20
84669360;006;Partes y accesorios de maquinas p/cepillar,limar o mortajar metal
84669420;006;Partes y accesorios de maquinas p/enrollar,curvar,plegar,enderezar o aplanar metal
84669490;006;Partes y accesorios de maquinas ncop.p/trabajar metal
84671110;006;Taladradoras neumaticas,rotativas de uso manual
84671900;006;Grapadoras,clavadoras y otras herramientas neumaticas de uso manual excluidas rotativas
84672100;006;Taladros de uso manual,c/motor electrico incorporado,incluidas las perforadoras rotativas
84672991;006;Cortadoras de tejidos de uso manual,c/motor electrico incorporado
84672910;006;Tijeras de uso manual,c/motor electrico incorporado
84678900;006;Herramientas hidraulicas o de motor incorporado no electrico,de uso manual,excluidas sierras o tronzadoras de cadena
84679100;006;Partes de sierras o tronzadoras de cadena c/motor incorporado no electrico,de uso manual
84679200;006;Partes de herramientas de uso manual,neumaticas
84681000;006;Sopletes manuales p/soldar
84688090;006;Maquinas y aparatos p/soldar ncop.
84689090;006;Partes de maquinas y aparatos p/soldar y de gas p/temple superficial,excluidas de sopletes manuales y p/soldar por friccion
84702100;006;Maquinas de calcular electronicas c/dispositivo de impresion incorporado
59019000;006;Telas p/calcar,lienzos p/pintar,bucaran y tejidos rigidos similares p/sombrereria
59021090;006;Napas tramadas p/neumaticos de nailon u otras poliamidas, ncop.
59031000;006;Telas impregnadas,recubiertas o estratificadas c/policloruro de vinilo
59039000;006;Telas impregnadas,recubiertas o estratificadas c/plastico, ncop.
59050000;006;Revestimientos de materias textil p/paredes
59069100;006;Telas de punto cauchutadas no expresadas ni comprendidas en otra parte
59070000;006;Telas ncop.impregnadas,recubiertas,lienzos pintados p/decoraciones de teatro,fondos de estudio
59090000;006;Mangueras p/bombas y tubos similares de materia textil
59111000;006;Telas,fieltro y revestimiento de fieltro,combinados c/capas de caucho,cuero,utilizadas p/guarniciones de cardas
59113100;006;Telas y fieltros s/fin,gramaje < a 650g/m2.,p/maquinas de fabricar papel o similares
59113200;006;Telas y fieltros s/fin,gramaje <= a 650g/m2.,p/maquinas de fabricar papel o similares
59119000;006;Productos y articulos textiles p/usos tecnicos citados en la nota 7 del capitulo 59, ncop.
60011010;006;Tejidos de pelo largo,de punto,de algodon
60012200;006;Tejidos c/bucles,de punto,de fibras sinteticas o artificiales
60019200;006;Terciopelo y felpa,de punto,de fibras sinteticas o artificiales
60019900;006;Terciopelo y felpa,de punto,de materia textil,no expresado ni comprendido en otra parte
60024090;006;Tejidos de punto,de materias textiles ncop.,ancho <= a 30cm.,c/hilados de elastomeros  en peso >= a 5%,s/hilos de caucho
60024010;006;Tejidos de punto,de algodon,ancho <= a 30cm.,c/hilados de elastomeros  en peso >= a 5%,s/hilos de caucho
60029090;006;Tejidos de punto,de fibras textiles excluido algodon,fibras sinteticas y artificiales,ancho <= a 30cm.,ncop.
60033000;006;Tejidos de punto,de fibras sinteticas,ancho <= a 30cm.,excluido de las partidas 60.01 o 60.02
60049090;006;Tejidos de punto,de fibras textiles excluido algodon,fibras sinteticas y artificiales ancho > a 30cm.,c/hilos de caucho,de peso >= a 5%
70193900;006;Napas,colchones y similares de fibra de vidrio s/tejer
70195210;006;Tejidos de fibra de vidrio,de anchura > a 30 cm.,de ligamento tafetan,c/gramaje < a 250 g/m2.,de filamentos de titulo <= a 136 tex por hilo sencillo,c/contenido de materia organica >= a 0,075% y <= a 0,3%,en peso,segun norma ANSI/PC-EG-140 p/fabricacion de placas p/circuitos electricos
70195290;006;Tejidos de fibra de vidrio,de anchura > a 30 cm.,de ligamento tafetan,c/gramaje < a 250 g/m2.,de filamentos de titulo <= a 136 tex por hilo sencillo,ncop.
71012100;006;Perlas cultivadas en bruto
71022100;006;Diamantes industriales,en bruto o simplemente aserrados,exfoliados o desbastados
71023100;006;Diamantes no industriales en bruto o simplemente aserrados,exfoliados o desbastados
71031000;006;Piedras preciosas o semipreciosas naturales,en bruto,simplemente aserradas o desbastadas,excluido diamantes
71039900;006;Piedras preciosas o semipreciosas naturales ncop.,trabajadas excluidas simplemente aserradas o desbastadas
71042010;006;Diamantes sinteticos en bruto o simplemente aserrados o desbastados
71049000;006;Piedras preciosas,semipreciosas sinteticas ,trabajadas excluidas simplemente aserradas o desbastadas
71069210;006;Plata en barras,alambres y perfiles de seccion maciza
71070000;006;Chapados de plata sobre metal comun,en bruto o semilabrado
71081290;006;Oro p/uso no monetario,formas en bruto excluidas de aleacion dorada o bullon dorado
71081390;006;Oro no monetario en formas semilabradas excluido barras,alambre y perfiles de seccion maciza
71090000;006;Chapados de oro sobre metal comun o plata,en bruto o semilabrado
71102100;006;Paladio en bruto o polvo
71104100;006;Iridio,osmio y rutenio en bruto o polvo
71110000;006;Chapados de platino sobre metal comun,plata u oro,en bruto o semilabrado
71129200;006;Desperdicios y desechos de platino o de chapado (plaque) de platino,excluido las barreduras que contengan otro metal precioso
85087000;006;Partes de aspiradoras
84861000;006;"Maquinas y aparatos p/fabricacion de semiconductores en forma de monocristales periformes u obleas(""wafers"")"
84864000;006;Maquinas y aparatos descriptos en la Nota 9 C de este Capitulo
84871000;006;Helices p/barcos y sus paletas
84716090;006;Unidades terminales que tengan,al menos,unidad de entrada por teclado alfanumerico y unidad de salida por video(terminales)ncop.
